"","publisher","page_id","name","urlslug","id","align","eye","hair","sex","gsm","alive","appearances","first_appearance","month","year","date"
"7486","Marvel",19282,"Bermuda Schwartz (Earth-616)","\/Bermuda_Schwartz_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",3,"1989, December","December",1989,1989-12-01
"7487","Marvel",13235,"Brute Benhurst (Earth-616)","\/Brute_Benhurst_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1989, April","April",1989,1989-04-01
"7488","Marvel",58627,"Charles Edison (Earth-616)","\/Charles_Edison_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1989, August","August",1989,1989-08-01
"7489","Marvel",28296,"Cloot (Earth-616)","\/Cloot_(Earth-616)",NA,"Bad Characters","Red Eyes","White Hair","Male Characters",NA,"Living Characters",3,"1989, June","June",1989,1989-06-01
"7490","Marvel",285189,"Doctor Snodgrass (Earth-616)","\/Doctor_Snodgrass_(Earth-616)","Public Identity",NA,NA,NA,"Female Characters",NA,"Living Characters",3,"1989, January","January",1989,1989-01-01
"7491","Marvel",246075,"Doeke Riebeeck (Earth-616)","\/Doeke_Riebeeck_(Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1989, July","July",1989,1989-07-01
"7492","Marvel",408867,"Donna Strange (Earth-616)","\/Donna_Strange_(Earth-616)","Public Identity",NA,NA,"Brown Hair","Female Characters",NA,"Living Characters",3,"1989, November","November",1989,1989-11-01
"7493","Marvel",5688,"Edward Cross (Earth-616)","\/Edward_Cross_(Earth-616)","Public Identity","Bad Characters","Blue Eyes","Bald","Male Characters",NA,"Living Characters",3,"1989, November","November",1989,1989-11-01
"7494","Marvel",4164,"Eel (Surf) (Earth-616)","\/Eel_(Surf)_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1989, October","October",1989,1989-10-01
"7495","Marvel",424760,"Enilwen (Earth-616)","\/Enilwen_(Earth-616)",NA,NA,"Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",3,"1989, November","November",1989,1989-11-01
"7496","Marvel",1792,"Harry Malone (Earth-616)","\/Harry_Malone_(Earth-616)","Secret Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1989, March","March",1989,1989-03-01
"7497","Marvel",196067,"Herb Hollister (Earth-616)","\/Herb_Hollister_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1989, March","March",1989,1989-03-01
"7498","Marvel",748176,"Jeremy Wilson (Earth-616)","\/Jeremy_Wilson_(Earth-616)",NA,NA,NA,"Red Hair","Male Characters",NA,"Living Characters",3,"1989, February","February",1989,1989-02-01
"7499","Marvel",701120,"Johann (Baran) (Earth-616)","\/Johann_(Baran)_(Earth-616)","Public Identity",NA,NA,"Bald","Male Characters",NA,"Living Characters",3,"1989, October","October",1989,1989-10-01
"7500","Marvel",190590,"Kishi Oramosha (Earth-616)","\/Kishi_Oramosha_(Earth-616)","Secret Identity","Bad Characters",NA,"White Hair","Male Characters",NA,"Living Characters",3,"1989, November","November",1989,1989-11-01
"7501","Marvel",14476,"Lemuel McPhee (Earth-616)","\/Lemuel_McPhee_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Bald","Male Characters",NA,"Living Characters",3,"1989, June","June",1989,1989-06-01
"7502","Marvel",289350,"Li Fong (Earth-616)","\/Li_Fong_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1989, May","May",1989,1989-05-01
"7503","Marvel",36566,"Marked Man (Earth-616)","\/Marked_Man_(Earth-616)","Secret Identity","Bad Characters","Green Eyes","Brown Hair","Male Characters",NA,"Living Characters",3,"1989, December","December",1989,1989-12-01
"7504","Marvel",245709,"Number Six (Nina) (Earth-616)","\/Number_Six_(Nina)_(Earth-616)","Secret Identity","Good Characters",NA,"Brown Hair","Female Characters",NA,"Living Characters",3,"1989, March","March",1989,1989-03-01
"7505","Marvel",256482,"Orack (Earth-616)","\/Orack_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1989, December","December",1989,1989-12-01
"7506","Marvel",32612,"Ryest (Earth-616)","\/Ryest_(Earth-616)","Public Identity",NA,"Black Eyes","No Hair","Male Characters",NA,"Living Characters",3,"1989, September","September",1989,1989-09-01
"7507","Marvel",5666,"Sharkskin (Earth-616)","\/Sharkskin_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1989, October","October",1989,1989-10-01
"7508","Marvel",709371,"Stoop Richards (Earth-616)","\/Stoop_Richards_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1989, April","April",1989,1989-04-01
"7509","Marvel",256281,"Ulagg (Earth-616)","\/Ulagg_(Earth-616)",NA,"Good Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1989, June","June",1989,1989-06-01
"7510","Marvel",256538,"Vinnie Evans (Earth-616)","\/Vinnie_Evans_(Earth-616)","No Dual Identity","Good Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1989, November","November",1989,1989-11-01
"7511","Marvel",61782,"Arnie Gunderson (Earth-616)","\/Arnie_Gunderson_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1990, April","April",1990,1990-04-01
"7512","Marvel",408707,"Ben Jacobs (Earth-616)","\/Ben_Jacobs_(Earth-616)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1990, November","November",1990,1990-11-01
"7513","Marvel",77295,"Bouncer (Morlock) (Earth-616)","\/Bouncer_(Morlock)_(Earth-616)","Secret Identity","Bad Characters",NA,NA,NA,NA,"Living Characters",3,"1990, May","May",1990,1990-05-01
"7514","Marvel",16279,"Brute (Morlock) (Earth-616)","\/Brute_(Morlock)_(Earth-616)","Secret Identity",NA,"Yellow Eyes","Green Hair","Male Characters",NA,"Deceased Characters",3,"1990, July","July",1990,1990-07-01
"7515","Marvel",24643,"Buluku (Earth-616)","\/Buluku_(Earth-616)",NA,NA,NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1990, June","June",1990,1990-06-01
"7516","Marvel",731331,"Catherwood (Earth-616)","\/Catherwood_(Earth-616)","No Dual Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1990, June","June",1990,1990-06-01
"7517","Marvel",395411,"Coral (Ravens) (Earth-616)","\/Coral_(Ravens)_(Earth-616)",NA,"Bad Characters",NA,NA,"Female Characters",NA,"Living Characters",3,"1990, July","July",1990,1990-07-01
"7518","Marvel",437845,"Crippler (Earth-616)","\/Crippler_(Earth-616)",NA,NA,NA,NA,NA,NA,"Living Characters",3,"1990, June","June",1990,1990-06-01
"7519","Marvel",256744,"Deilla (Earth-616)","\/Deilla_(Earth-616)","Public Identity","Good Characters",NA,"Blond Hair","Female Characters",NA,"Living Characters",3,"1990, September","September",1990,1990-09-01
"7520","Marvel",288851,"Fiona McCormick (Earth-616)","\/Fiona_McCormick_(Earth-616)","Public Identity",NA,NA,"Red Hair","Female Characters",NA,"Deceased Characters",3,"1990, December","December",1990,1990-12-01
"7521","Marvel",13446,"Florence Sharples (Earth-616)","\/Florence_Sharples_(Earth-616)","Secret Identity","Bad Characters","Green Eyes","Blond Hair","Female Characters",NA,"Living Characters",3,"1990, November","November",1990,1990-11-01
"7522","Marvel",635313,"Goro (Yakuza) (Earth-616)","\/Goro_(Yakuza)_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1990, September","September",1990,1990-09-01
"7523","Marvel",439060,"Jim Dworman (Earth-616)","\/Jim_Dworman_(Earth-616)","Public Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1990, July","July",1990,1990-07-01
"7524","Marvel",258280,"Lepard II (Earth-616)","\/Lepard_II_(Earth-616)",NA,"Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1990, September","September",1990,1990-09-01
"7525","Marvel",124266,"Lucy Keough (Earth-616)","\/Lucy_Keough_(Earth-616)",NA,NA,NA,"Red Hair","Female Characters",NA,"Living Characters",3,"1990, October","October",1990,1990-10-01
"7526","Marvel",7619,"Malcolm Knight (Earth-616)","\/Malcolm_Knight_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",3,"1990, June","June",1990,1990-06-01
"7527","Marvel",288848,"Mei Lin (Earth-616)","\/Mei_Lin_(Earth-616)","Public Identity",NA,NA,"Black Hair","Female Characters",NA,"Deceased Characters",3,"1990, December","December",1990,1990-12-01
"7528","Marvel",16141,"Mole (Morlock) (Earth-616)","\/Mole_(Morlock)_(Earth-616)","Secret Identity","Good Characters","Red Eyes","Black Hair","Male Characters",NA,"Living Characters",3,"1990, February","February",1990,1990-02-01
"7529","Marvel",12974,"Nahita (Earth-616)","\/Nahita_(Earth-616)",NA,"Good Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1990, January","January",1990,1990-01-01
"7530","Marvel",442756,"Nicholas Collins (Earth-616)","\/Nicholas_Collins_(Earth-616)",NA,NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1990, July","July",1990,1990-07-01
"7531","Marvel",48216,"Ogun (Loa) (Earth-616)","\/Ogun_(Loa)_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1990, May","May",1990,1990-05-01
"7532","Marvel",732240,"Pete Zamora (Earth-616)","\/Pete_Zamora_(Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",3,"1990, March","March",1990,1990-03-01
"7533","Marvel",34096,"Phoebe Huntsman (Earth-616)","\/Phoebe_Huntsman_(Earth-616)",NA,NA,NA,"Blond Hair","Female Characters",NA,"Living Characters",3,"1990, December","December",1990,1990-12-01
"7534","Marvel",57332,"Solomon Prey (Earth-616)","\/Solomon_Prey_(Earth-616)","Secret Identity","Bad Characters","Red Eyes","Bald","Male Characters",NA,"Living Characters",3,"1990, September","September",1990,1990-09-01
"7535","Marvel",7618,"Thomas Fogg (Earth-616)","\/Thomas_Fogg_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Grey Hair","Male Characters",NA,"Living Characters",3,"1990, June","June",1990,1990-06-01
"7536","Marvel",24452,"Tri-Sentinel (Earth-616)","\/Tri-Sentinel_(Earth-616)","No Dual Identity","Bad Characters","Red Eyes","No Hair",NA,NA,"Deceased Characters",3,"1990, February","February",1990,1990-02-01
"7537","Marvel",627968,"William Hansen (Earth-616)","\/William_Hansen_(Earth-616)","No Dual Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",3,"1990, July","July",1990,1990-07-01
"7538","Marvel",403505,"Zeaklar Belgewater (Earth-616)","\/Zeaklar_Belgewater_(Earth-616)","Public Identity","Good Characters","Red Eyes","White Hair","Male Characters",NA,"Living Characters",3,"1990, September","September",1990,1990-09-01
"7539","Marvel",15360,"Aan Taanu (Earth-616)","\/Aan_Taanu_(Earth-616)","Secret Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1991, October","October",1991,1991-10-01
"7540","Marvel",404471,"Ael-Dan (Earth-616)","\/Ael-Dan_(Earth-616)","No Dual Identity",NA,NA,"White Hair","Male Characters",NA,"Deceased Characters",3,"1991, August","August",1991,1991-08-01
"7541","Marvel",689211,"Akulia (Earth-616)","\/Akulia_(Earth-616)","No Dual Identity",NA,"Black Eyes","Black Hair","Female Characters",NA,"Deceased Characters",3,"1991, February","February",1991,1991-02-01
"7542","Marvel",3826,"Aminedi (Earth-616)","\/Aminedi_(Earth-616)","Secret Identity","Bad Characters",NA,"Yellow Hair","Male Characters",NA,"Deceased Characters",3,"1991, August","August",1991,1991-08-01
"7543","Marvel",726265,"Andrew Bazin (Earth-616)","\/Andrew_Bazin_(Earth-616)",NA,NA,NA,NA,NA,NA,"Living Characters",3,"1991, August","August",1991,1991-08-01
"7544","Marvel",117661,"Anomaly (Cosmic Being) (Earth-616)","\/Anomaly_(Cosmic_Being)_(Earth-616)","Secret Identity","Bad Characters","Variable Eyes","No Hair",NA,NA,"Living Characters",3,"1991, March","March",1991,1991-03-01
"7545","Marvel",386955,"Ariann Wright (Earth-616)","\/Ariann_Wright_(Earth-616)",NA,NA,NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1991, October","October",1991,1991-10-01
"7546","Marvel",316210,"Blitzkrieg (Nazi) (Earth-616)","\/Blitzkrieg_(Nazi)_(Earth-616)","Secret Identity","Bad Characters","White Eyes","White Hair","Male Characters",NA,"Deceased Characters",3,"1991, September","September",1991,1991-09-01
"7547","Marvel",246371,"Carlton Stricklan (Earth-616)","\/Carlton_Stricklan_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1991, May","May",1991,1991-05-01
"7548","Marvel",441451,"Caspar Wright (Earth-616)","\/Caspar_Wright_(Earth-616)","Public Identity","Good Characters",NA,"Grey Hair","Male Characters",NA,"Living Characters",3,"1991, October","October",1991,1991-10-01
"7549","Marvel",295865,"Christopher Summers (War Skrull) (Earth-616)","\/Christopher_Summers_(War_Skrull)_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",3,"1991, April","April",1991,1991-04-01
"7550","Marvel",705412,"Cynthia Chalmers (Earth-616)","\/Cynthia_Chalmers_(Earth-616)","Public Identity",NA,"Blue Eyes","Blond Hair","Female Characters",NA,"Deceased Characters",3,"1991, July","July",1991,1991-07-01
"7551","Marvel",4007,"Dagny Forrester (Earth-616)","\/Dagny_Forrester_(Earth-616)","Secret Identity","Bad Characters","Green Eyes","Brown Hair","Female Characters",NA,"Living Characters",3,"1991, May","May",1991,1991-05-01
"7552","Marvel",30090,"Dar-Benn (Earth-616)","\/Dar-Benn_(Earth-616)","No Dual Identity",NA,NA,NA,"Male Characters",NA,"Deceased Characters",3,"1991, August","August",1991,1991-08-01
"7553","Marvel",47075,"Deimos (Earth-616)","\/Deimos_(Earth-616)",NA,NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1991, August","August",1991,1991-08-01
"7554","Marvel",347246,"Glakandar (Earth-616)","\/Glakandar_(Earth-616)","Public Identity","Good Characters","White Eyes","No Hair","Male Characters",NA,"Living Characters",3,"1991, September","September",1991,1991-09-01
"7555","Marvel",295864,"Hepzibah (War Skrull) (Earth-616)","\/Hepzibah_(War_Skrull)_(Earth-616)",NA,"Bad Characters","Blue Eyes","White Hair",NA,NA,"Deceased Characters",3,"1991, April","April",1991,1991-04-01
"7556","Marvel",744238,"Kalamari (Earth-616)","\/Kalamari_(Earth-616)","No Dual Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1991, November","November",1991,1991-11-01
"7557","Marvel",18369,"Kenjiro Sasaki (Earth-616)","\/Kenjiro_Sasaki_(Earth-616)","Secret Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1991, May","May",1991,1991-05-01
"7558","Marvel",295828,"Manacle (Deathbird) (Earth-616)","\/Manacle_(Deathbird)_(Earth-616)",NA,"Bad Characters",NA,NA,NA,NA,"Living Characters",3,"1991, March","March",1991,1991-03-01
"7559","Marvel",19048,"Max Meer (Earth-616)","\/Max_Meer_(Earth-616)","Public Identity",NA,"Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",3,"1991, October","October",1991,1991-10-01
"7560","Marvel",36169,"Michi Sasaki (Earth-616)","\/Michi_Sasaki_(Earth-616)","Secret Identity",NA,"White Eyes","Blond Hair","Female Characters",NA,"Living Characters",3,"1991, June","June",1991,1991-06-01
"7561","Marvel",7665,"Nance Winters (Earth-616)","\/Nance_Winters_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Female Characters",NA,"Deceased Characters",3,"1991, October","October",1991,1991-10-01
"7562","Marvel",13146,"Powerhouse (Mutant) (Earth-616)","\/Powerhouse_(Mutant)_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",3,"1991, October","October",1991,1991-10-01
"7563","Marvel",295862,"Raza Longknife (War Skrull) (Earth-616)","\/Raza_Longknife_(War_Skrull)_(Earth-616)",NA,"Bad Characters","One Eye","Orange Hair","Male Characters",NA,"Deceased Characters",3,"1991, April","April",1991,1991-04-01
"7564","Marvel",315548,"Saurespritze (Earth-616)","\/Saurespritze_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",3,"1991, September","September",1991,1991-09-01
"7565","Marvel",5687,"Sirocco (Earth-616)","\/Sirocco_(Earth-616)","Secret Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1991, August","August",1991,1991-08-01
"7566","Marvel",295855,"Skrull Prime (Earth-616)","\/Skrull_Prime_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",3,"1991, April","April",1991,1991-04-01
"7567","Marvel",674494,"Star (Chaste) (Earth-616)","\/Star_(Chaste)_(Earth-616)",NA,"Good Characters",NA,NA,NA,NA,"Living Characters",3,"1991, September","September",1991,1991-09-01
"7568","Marvel",4384,"Sturdevant Robbins (Earth-616)","\/Sturdevant_Robbins_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1991, December","December",1991,1991-12-01
"7569","Marvel",39480,"Terraxia (Earth-616)","\/Terraxia_(Earth-616)","Secret Identity",NA,"Black Eyes","Black Hair","Female Characters",NA,"Deceased Characters",3,"1991, September","September",1991,1991-09-01
"7570","Marvel",36164,"Veil (Desert Sword) (Earth-616)","\/Veil_(Desert_Sword)_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Female Characters",NA,"Deceased Characters",3,"1991, August","August",1991,1991-08-01
"7571","Marvel",524106,"Anna (Earth-616)","\/Anna_(Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",3,"1992, June","June",1992,1992-06-01
"7572","Marvel",7931,"Anthropomorpho (Earth-616)","\/Anthropomorpho_(Earth-616)","Secret Identity",NA,NA,"No Hair",NA,NA,"Living Characters",3,"1992, August","August",1992,1992-08-01
"7573","Marvel",300171,"Assassin (Brood) (Earth-616)","\/Assassin_(Brood)_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1992, June","June",1992,1992-06-01
"7574","Marvel",244812,"Big (Earth-616)","\/Big_(Earth-616)","Secret Identity","Bad Characters","White Eyes","Brown Hair","Male Characters",NA,"Deceased Characters",3,"1992, November","November",1992,1992-11-01
"7575","Marvel",18606,"Chance Walker (Earth-616)","\/Chance_Walker_(Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1992, May","May",1992,1992-05-01
"7576","Marvel",66408,"Cuffs (Earth-616)","\/Cuffs_(Earth-616)","Secret Identity",NA,"Brown Eyes","Brown Hair","Female Characters",NA,"Living Characters",3,"1992, July","July",1992,1992-07-01
"7577","Marvel",702256,"Curtis Vogel (Earth-616)","\/Curtis_Vogel_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",NA,"Deceased Characters",3,"1992, December","December",1992,1992-12-01
"7578","Marvel",79609,"Damon Mathias (Earth-616)","\/Damon_Mathias_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1992, December","December",1992,1992-12-01
"7579","Marvel",16006,"Dangor (Earth-616)","\/Dangor_(Earth-616)",NA,NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1992, April","April",1992,1992-04-01
"7580","Marvel",162754,"Delbert (Tantrum) (Earth-616)","\/Delbert_(Tantrum)_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",3,"1992, November","November",1992,1992-11-01
"7581","Marvel",408582,"Devon Ballantine (Earth-616)","\/Devon_Ballantine_(Earth-616)",NA,"Good Characters",NA,"Red Hair","Male Characters",NA,"Living Characters",3,"1992, May","May",1992,1992-05-01
"7582","Marvel",300227,"Doc (Lilin) (Earth-616)","\/Doc_(Lilin)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1992, October","October",1992,1992-10-01
"7583","Marvel",302470,"Eli McIntyre (Earth-616)","\/Eli_McIntyre_(Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1992, August","August",1992,1992-08-01
"7584","Marvel",346687,"Esther Lucas (Earth-616)","\/Esther_Lucas_(Earth-616)","No Dual Identity",NA,"Brown Eyes","Black Hair","Female Characters",NA,"Deceased Characters",3,"1992, June","June",1992,1992-06-01
"7585","Marvel",128141,"Fionna Wyman (Earth-616)","\/Fionna_Wyman_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",3,"1992, March","March",1992,1992-03-01
"7586","Marvel",16429,"Flamb\u00e9 (Earth-616)","\/Flamb%C3%A9_(Earth-616)","Secret Identity","Bad Characters",NA,"Red Hair","Female Characters",NA,"Living Characters",3,"1992, July","July",1992,1992-07-01
"7587","Marvel",172145,"Gai No Don (Earth-616)","\/Gai_No_Don_(Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1992, October","October",1992,1992-10-01
"7588","Marvel",2387,"Garbha-Hsien (Earth-616)","\/Garbha-Hsien_(Earth-616)","Secret Identity","Good Characters",NA,"White Hair","Male Characters",NA,"Deceased Characters",3,"1992, May","May",1992,1992-05-01
"7589","Marvel",26903,"General Standish (Earth-616)","\/General_Standish_(Earth-616)",NA,NA,NA,NA,"Male Characters",NA,"Living Characters",3,"1992, May","May",1992,1992-05-01
"7590","Marvel",16472,"Glom (Earth-616)","\/Glom_(Earth-616)","Public Identity",NA,"White Eyes","No Hair",NA,NA,"Living Characters",3,"1992, April","April",1992,1992-04-01
"7591","Marvel",19285,"Gregory Stevens (Earth-616)","\/Gregory_Stevens_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1992, March","March",1992,1992-03-01
"7592","Marvel",93260,"Jarno Sprague (Earth-616)","\/Jarno_Sprague_(Earth-616)","Secret Identity","Bad Characters","Green Eyes","Strawberry Blond Hair","Male Characters",NA,"Living Characters",3,"1992, March","March",1992,1992-03-01
"7593","Marvel",501201,"Jordan Hamlin (Earth-616)","\/Jordan_Hamlin_(Earth-616)","Public Identity","Bad Characters",NA,"Red Hair","Male Characters",NA,"Deceased Characters",3,"1992, July","July",1992,1992-07-01
"7594","Marvel",39774,"Landa (Earth-616)","\/Landa_(Earth-616)",NA,NA,NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1992, April","April",1992,1992-04-01
"7595","Marvel",727036,"Leopold Brun (Earth-616)","\/Leopold_Brun_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",3,"1992, October","October",1992,1992-10-01
"7596","Marvel",116793,"Maggie Lorca (Earth-616)","\/Maggie_Lorca_(Earth-616)",NA,NA,NA,NA,"Female Characters",NA,"Living Characters",3,"1992, December","December",1992,1992-12-01
"7597","Marvel",728606,"Nauda (Earth-616)","\/Nauda_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1992, June","June",1992,1992-06-01
"7598","Marvel",388628,"Nepthys (Earth-616)","\/Nepthys_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Female Characters",NA,"Deceased Characters",3,"1992, February","February",1992,1992-02-01
"7599","Marvel",2222,"Nicodemus (Mutant) (Earth-616)","\/Nicodemus_(Mutant)_(Earth-616)","Secret Identity",NA,NA,"White Hair","Male Characters",NA,"Deceased Characters",3,"1992, May","May",1992,1992-05-01
"7600","Marvel",66409,"Nightstick (Earth-616)","\/Nightstick_(Earth-616)",NA,NA,"Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",3,"1992, July","July",1992,1992-07-01
"7601","Marvel",439058,"Phaedra (Marvel UK) (Earth-616)","\/Phaedra_(Marvel_UK)_(Earth-616)",NA,NA,NA,NA,"Female Characters",NA,"Living Characters",3,"1992, March","March",1992,1992-03-01
"7602","Marvel",240586,"Piotr Rasputin (Doppelganger) (Earth-616)","\/Piotr_Rasputin_(Doppelganger)_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",3,"1992, June","June",1992,1992-06-01
"7603","Marvel",298102,"Primate (Void) (Earth-616)","\/Primate_(Void)_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1992, January","January",1992,1992-01-01
"7604","Marvel",26080,"Pulse (Death Squad) (Earth-616)","\/Pulse_(Death_Squad)_(Earth-616)",NA,"Bad Characters",NA,"Blond Hair","Male Characters",NA,"Deceased Characters",3,"1992, August","August",1992,1992-08-01
"7605","Marvel",19584,"Roadkill (Earth-616)","\/Roadkill_(Earth-616)","Secret Identity",NA,NA,NA,NA,NA,"Living Characters",3,"1992, February","February",1992,1992-02-01
"7606","Marvel",240579,"Scott Summers (Doppelganger) (Earth-616)","\/Scott_Summers_(Doppelganger)_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1992, June","June",1992,1992-06-01
"7607","Marvel",71365,"Sha-Har-A-Zath (Earth-616)","\/Sha-Har-A-Zath_(Earth-616)",NA,"Bad Characters","Blue Eyes","Blue Hair","Female Characters",NA,"Living Characters",3,"1992, February","February",1992,1992-02-01
"7608","Marvel",727040,"Silence (Assassin) (Earth-616)","\/Silence_(Assassin)_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",3,"1992, October","October",1992,1992-10-01
"7609","Marvel",727041,"Stiletto (Assassin) (Earth-616)","\/Stiletto_(Assassin)_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",3,"1992, October","October",1992,1992-10-01
"7610","Marvel",12805,"Sumner Beckwith (Earth-616)","\/Sumner_Beckwith_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",NA,"Living Characters",3,"1992, January","January",1992,1992-01-01
"7611","Marvel",16722,"Taylor (Earth-616)","\/Taylor_(Earth-616)",NA,"Good Characters",NA,"Bald","Male Characters",NA,"Living Characters",3,"1992, October","October",1992,1992-10-01
"7612","Marvel",16735,"Tremolo (Earth-616)","\/Tremolo_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",3,"1992, July","July",1992,1992-07-01
"7613","Marvel",15967,"Tyndar (Earth-616)","\/Tyndar_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",3,"1992, October","October",1992,1992-10-01
"7614","Marvel",16699,"Vague (Earth-616)","\/Vague_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Female Characters",NA,"Living Characters",3,"1992, July","July",1992,1992-07-01
"7615","Marvel",18689,"Violet Pinkerton (Earth-616)","\/Violet_Pinkerton_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",3,"1992, March","March",1992,1992-03-01
"7616","Marvel",292126,"Vision (Doppelganger) (Earth-616)","\/Vision_(Doppelganger)_(Earth-616)","Secret Identity","Bad Characters","Red Eyes","No Hair","Male Characters",NA,"Living Characters",3,"1992, June","June",1992,1992-06-01
